Author_Name,Title,Elapsed_Time,Num_Comments,Number_of_Upvotes,Author_Tier,Author_Discussion_Tier,Num_Followers,Discussion_Golds,Discussion_Silvers,Discussion_Bronzes,Current_Discussion_Rank,Highest_Discussion_Rank,Discussion_link
Marília Prata,Inspiration is like an engine. Fuel it with New code. Programming languages won't wait for you.,2 months,14,15,Master,Master,1983,7618,69,37,4,4,https://www.kaggle.com/getting-started/300876
Minhajul Hoque,I have become Kaggle Notebook Expert 💯!,a month,43,15,Expert,Expert,17,137,7,1,400,398,https://www.kaggle.com/getting-started/306361
Danny Diaz,Large Datasets,8 years,9,14,Novice,Novice,0,2,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/9512
Karthic Srinivasan,Career guidance,5 years,17,14,Contributor,Contributor,21,4,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/33709
pooh,how to stop a kernel,4 years,42,14,Expert,Expert,34,58,2,2,2167,251,https://www.kaggle.com/getting-started/42723
Eduardo Machado e Silva,First comment,4 years,310,14,Contributor,Contributor,1,0,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/48757
Sanyam Bhutani,Sharing My Plan to Kaggle-ing,4 years,11,14,Master,Master,724,372,44,49,41,41,https://www.kaggle.com/getting-started/57651
Ouassim Adnane,Some of most popular data science Youtube channels,3 years,3,14,Master,Master,260,262,38,23,413,50,https://www.kaggle.com/getting-started/78686
Vibhor Jain,Good option for performing heavy computation related jobs on Google Colab/GCP,3 years,8,14,Expert,Expert,19,104,2,0,2134,189,https://www.kaggle.com/getting-started/82587
Pulkit Mehta,Beginner - Pytorch vs Tensorflow,3 years,14,14,Expert,Expert,116,143,4,1,1512,266,https://www.kaggle.com/getting-started/96558
Rachael Tatman,Order in which clauses are executed,3 years,3,14,Grandmaster,Expert,8487,568,12,12,650,55,https://www.kaggle.com/getting-started/100492
Srihari Pramod,Data Science - First primer,3 years,12,14,Expert,Expert,48,127,2,2,1924,172,https://www.kaggle.com/getting-started/101280
Firat Gonen,Every Single Deep Learning Techniques for Image Segmentation,3 years,4,14,Grandmaster,Grandmaster,2370,679,21,57,155,11,https://www.kaggle.com/getting-started/102394
Raju Kumar Mishra,An excellent tutorial on word embedding,3 years,8,14,Grandmaster,Grandmaster,361,428,28,51,204,24,https://www.kaggle.com/getting-started/105823
reda abdou,classification algorithms with python code in one place,3 years,5,14,Expert,Contributor,26,25,4,3,Unranked,Unranked,https://www.kaggle.com/getting-started/107769
Raju Kumar Mishra,Second set of questions for data science interview,3 years,9,14,Grandmaster,Grandmaster,361,428,28,51,204,24,https://www.kaggle.com/getting-started/108050
Marco Vasquez E,📄The Best Public Datasets for Machine Learning📊,2 years,10,14,Master,Expert,268,348,8,8,709,78,https://www.kaggle.com/getting-started/111026
Deepak Deepu,understand LSTM in Recurrent Neural Networks in a better way,2 years,2,14,Master,Expert,105,94,8,3,1190,344,https://www.kaggle.com/getting-started/111751
Prashant Banerjee,7 Types of Regression Techniques,2 years,9,14,Grandmaster,Grandmaster,1332,465,42,51,240,18,https://www.kaggle.com/getting-started/112921
sahib singh,This is My First Kaggle Competition Kernel Pls have a look at it,2 years,16,14,Master,Expert,151,194,2,1,986,266,https://www.kaggle.com/getting-started/113551
Marco Vasquez E,🎯 Understanding Categorical Cross-Entropy Loss and Binary Cross-Entropy Loss,2 years,5,14,Master,Expert,268,348,8,8,709,78,https://www.kaggle.com/getting-started/114831
Saurav Anand,Python Basics Cheat-sheet,2 years,1,14,Master,Expert,316,410,14,6,399,97,https://www.kaggle.com/getting-started/116621
Saurav Anand,Github repository for all Artificial Intelligence Cheatsheets,2 years,3,13,Master,Expert,316,410,14,6,399,97,https://www.kaggle.com/getting-started/116734
Prashant Banerjee,ML Case Studies - Great for beginners,2 years,2,14,Grandmaster,Grandmaster,1332,465,42,51,240,18,https://www.kaggle.com/getting-started/117295
Fares Sayah,📅30 days of Data Science Interview 👔 Preparation - Day 2,2 years,6,14,Master,Expert,899,254,18,11,464,68,https://www.kaggle.com/getting-started/120393
Fares Sayah,📅30 days of Data Science Interview 👔 Preparation - Day 6,2 years,2,14,Master,Expert,899,254,18,11,464,68,https://www.kaggle.com/getting-started/121229
Prashant Banerjee,Gradient Descent and its variations,2 years,0,14,Grandmaster,Grandmaster,1332,465,42,51,240,18,https://www.kaggle.com/getting-started/121402
Prashant Banerjee,XGBoost + k-fold CV + Feature Importance,2 years,2,14,Grandmaster,Grandmaster,1332,465,42,51,240,18,https://www.kaggle.com/getting-started/121590
Prashant Banerjee,Hyperparameter tuning in XGBoost,2 years,4,14,Grandmaster,Grandmaster,1332,465,42,51,240,18,https://www.kaggle.com/getting-started/122845
voru588,"Python, Pandas, Matplotlib, Sparks, Data cleaning for beginners",2 years,14,14,Expert,Expert,129,105,11,5,854,113,https://www.kaggle.com/getting-started/125899
voru588,"Python for Finance: Yahoo & Google Finance API, pandas, and matplotlib",2 years,10,14,Expert,Expert,129,105,11,5,854,113,https://www.kaggle.com/getting-started/127104
Prashant Banerjee,SVM Classifier in Python,2 years,5,14,Grandmaster,Grandmaster,1332,465,42,51,240,18,https://www.kaggle.com/getting-started/127728
Parul Pandey,Kaggler TV,2 years,20,14,Grandmaster,Expert,3616,149,27,9,360,146,https://www.kaggle.com/getting-started/127842
Youssef Belyazid,Top 5 Data Science Rock Stars to Follow on Social Media,2 years,22,14,Contributor,Contributor,2,12,1,1,Unranked,Unranked,https://www.kaggle.com/getting-started/128389
shruti kunapuli,A complete journey to become data scientist,2 years,7,14,Expert,Contributor,21,2,1,1,Unranked,Unranked,https://www.kaggle.com/getting-started/132182
A Merii,General Data Science Workflow for Beginners Using Trello,2 years,10,14,Expert,Expert,68,74,3,1,1380,533,https://www.kaggle.com/getting-started/133275
Raju Kumar Mishra,Some mcq from core Python,2 years,0,14,Grandmaster,Grandmaster,361,428,28,51,204,24,https://www.kaggle.com/getting-started/133873
Mansi Priya,Motivation Needed,2 years,30,14,Expert,Expert,94,87,4,1,1381,439,https://www.kaggle.com/getting-started/134567
Hassan Amin,Corona Virus Research Dilemma ?,2 years,1,13,Expert,Expert,112,73,6,2,1494,246,https://www.kaggle.com/getting-started/135564
Suraj RP,What are outliers ? (Simplified),2 years,26,14,Expert,Expert,15,78,1,1,1830,398,https://www.kaggle.com/getting-started/140841
Suraj RP,"Train, Validation and Test Sets in Machine Learning: Simplified",2 years,5,14,Expert,Expert,15,78,1,1,1830,398,https://www.kaggle.com/getting-started/143685
shivan kumar,How to apply for a job as a Fresher.,2 years,7,14,Master,Expert,335,186,18,8,491,101,https://www.kaggle.com/getting-started/143795
Prashant Banerjee,Data Science Glossary on Kaggle,2 years,7,14,Grandmaster,Grandmaster,1332,465,42,51,240,18,https://www.kaggle.com/getting-started/146149
Tarun Chilkur,What to do first after getting a Data Set?,2 years,23,14,Expert,Expert,5,71,0,1,1953,450,https://www.kaggle.com/getting-started/148483
Darshan Gandhi,Quick Revision Sheets for Data Science Interviews!,2 years,19,14,Expert,Expert,38,72,1,2,1603,316,https://www.kaggle.com/getting-started/149494
CHANDAN,Data Visualization Principles,2 years,8,14,Expert,Expert,19,137,11,2,857,156,https://www.kaggle.com/getting-started/157035
Tasnim Nishat Islam,Learnings from Kaggle comments,2 years,14,14,Expert,Expert,148,88,2,3,1281,276,https://www.kaggle.com/getting-started/157418
Raju Kumar Mishra,Common Excel tasks using Python Pandas,2 years,4,14,Grandmaster,Grandmaster,361,428,28,51,204,24,https://www.kaggle.com/getting-started/157441
Ritesh Yadav,💻 --> Pandas and Numpy CheetSheets,2 years,10,13,Master,Expert,109,347,6,3,309,115,https://www.kaggle.com/getting-started/157910
Christophe_Lebec,Top 8 Extensions For Your Jupyter Notebook,2 years,25,14,Expert,Expert,11,61,2,2,1737,392,https://www.kaggle.com/getting-started/159048
PAB97,Starting out with NLP competitions,2 years,6,14,Master,Expert,76,104,13,7,677,162,https://www.kaggle.com/getting-started/160525
Firat Gonen,Mobassir is GrandMaster !!,2 years,16,13,Grandmaster,Grandmaster,2370,679,21,57,155,11,https://www.kaggle.com/getting-started/171788
Harshit Kapoor,EDA Tutorial with Spotify music data,2 years,8,14,Expert,Contributor,11,23,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/172134
Abhishek Prajapat,Levels of Machine Learning,2 years,14,14,Expert,Contributor,28,43,3,2,Unranked,Unranked,https://www.kaggle.com/getting-started/173840
👨🏼‍💻,"Classification Report: Precision, Recall, F1-Score, Accuracy",2 years,14,14,Expert,Contributor,14,42,2,2,Unranked,Unranked,https://www.kaggle.com/getting-started/175898
👨🏼‍💻,List of ML Algorithms generally used,2 years,16,14,Expert,Contributor,14,42,2,2,Unranked,Unranked,https://www.kaggle.com/getting-started/176712
Laxman Singh Tomar,Model-based vs Instance-based Learning,2 years,8,14,Novice,Novice,4,8,2,0,Unranked,Unranked,https://www.kaggle.com/getting-started/179177
Shubra jain,Why you should start with kaggle if you are new to data science?,2 years,26,14,Expert,Contributor,31,36,0,1,Unranked,Unranked,https://www.kaggle.com/getting-started/180913
Janio Martinez Bachmann,The Hard Way or No Way,a year,14,13,Grandmaster,Expert,2210,755,4,5,293,51,https://www.kaggle.com/getting-started/185195
shivan kumar,Ultimate Learning Path for Deep Learning!!,a year,8,14,Master,Expert,335,186,18,8,491,101,https://www.kaggle.com/getting-started/186131
Gokul Prakash P,Kaggle master within a month😎,a year,94,14,Master,Expert,71,136,1,1,1082,284,https://www.kaggle.com/getting-started/188749
Abhinav Jha,New to Kaggle?,a year,34,14,Contributor,Contributor,1,2,0,1,Unranked,Unranked,https://www.kaggle.com/getting-started/198978
Pashupati Gupta,Getting Started with Hyper-parameter optimization/tuning,a year,10,14,Expert,Expert,22,57,4,1,1312,692,https://www.kaggle.com/getting-started/217362
Ahmed Shahriar Sakib,Choosing a Scikit-learn Linear Regression Algorithm,a year,10,14,Expert,Expert,50,395,10,5,149,148,https://www.kaggle.com/getting-started/224065
Jay Pradip Shah,Quantum Machine Learning,a year,10,14,Contributor,Contributor,3,5,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/229121
Himansu Mallick,Kaggle as a beginner.,7 months,24,14,Novice,Novice,1,1,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/255034
Berkay Alan,An Introduction to Statistical Learning | Second Edition | New | Free,7 months,15,14,Expert,Expert,202,266,35,10,104,88,https://www.kaggle.com/getting-started/262516
Varshini PJ,Formatting Markdown cells of Notebooks 🎨,7 months,17,14,Expert,Contributor,26,38,0,2,Unranked,Unranked,https://www.kaggle.com/getting-started/265365
Pranjal Verma,🧿Resources of the Week : #16,7 months,12,14,Master,Master,137,223,29,32,98,58,https://www.kaggle.com/getting-started/265708
Anandhu H,Analysing Data with Pivot Tables in Python,6 months,19,14,Master,Expert,225,403,11,15,90,71,https://www.kaggle.com/getting-started/267769
Mohamadreza Kariminejad,Roadmap of Machine Learning - Zero to Hero,6 months,9,14,Contributor,Contributor,15,15,0,1,Unranked,Unranked,https://www.kaggle.com/getting-started/268879
Kalilur Rahman,Yann LeCun’s Deep Learning Course at CDS,4 months,36,14,Master,Expert,138,289,23,19,81,81,https://www.kaggle.com/getting-started/287510
TrickyJustice,Resources to get started with Data Science,3 months,18,14,Contributor,Contributor,1,33,0,1,Unranked,Unranked,https://www.kaggle.com/getting-started/290813
Jehan Bhathena,Free 500 page+ book on Applications of Deep Neural Networks with Keras,3 months,14,14,Expert,Expert,23,47,2,7,480,389,https://www.kaggle.com/getting-started/293585
Shivam Bansal,Best of Kaggle Notebooks #9. - Machine Learning Explainability,3 months,4,14,Grandmaster,Grandmaster,4245,438,29,51,29,20,https://www.kaggle.com/getting-started/293704
ShreyansShrimal,Everything you need to get started on Kaggle.,5 years,17,13,Novice,Novice,0,2,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/28930
hkcs,how to leave a competition?,4 years,8,13,Novice,Novice,0,0,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/48456
Rachael Tatman,Learn SQL with our SQL Scavenger Hunt! (Feb 12-16),4 years,15,13,Grandmaster,Expert,8487,568,12,12,650,55,https://www.kaggle.com/getting-started/49081
Szymon Marszałkowski,Google: Machine Learning Crash Course,4 years,2,13,Contributor,Contributor,3,0,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/50840
Ouassim Adnane,Exploratory Data Analysis (EDA) with Python 🐍🐍,3 years,0,13,Master,Master,260,262,38,23,413,50,https://www.kaggle.com/getting-started/79250
Sanyam Bhutani,"Fast.ai (2019): Virtual Study Group (Saturdays, 9AM PT)",3 years,9,13,Master,Master,724,372,44,49,41,41,https://www.kaggle.com/getting-started/80397
Alexander Butakov,How to start time series forecasting Part 1 of 4 (strong and simple algorithm),3 years,27,13,Expert,Expert,42,85,7,2,1987,177,https://www.kaggle.com/getting-started/89295
siddharth,Every new Kaggler should read this!!!,3 years,16,13,Expert,Contributor,25,33,6,2,Unranked,Unranked,https://www.kaggle.com/getting-started/95581
Utku_Kubilay,Selection of True Statistical Algorithm,3 years,3,13,Master,Expert,196,142,6,2,1167,239,https://www.kaggle.com/getting-started/95852
P_R_Mohanty,Did you Know : Origin of the name 'Pandas' in Python,3 years,17,13,Expert,Expert,57,198,8,2,1372,89,https://www.kaggle.com/getting-started/100737
Utku_Kubilay,Python: Without coding - Amazing,3 years,7,13,Master,Expert,196,142,6,2,1167,239,https://www.kaggle.com/getting-started/100761
Vikum Sri Wijesinghe,[beginners] Do not miss this! Python for Data Analysis by Boston University,3 years,15,13,Master,Expert,148,129,6,1,1670,154,https://www.kaggle.com/getting-started/101610
Vítor Gama Lemos,Getting Started with Machine Learning and Python,3 years,7,13,Expert,Expert,89,229,2,0,426,425,https://www.kaggle.com/getting-started/106097
reda abdou,Cheat sheet: How to become a data scientist on your own,3 years,9,12,Expert,Contributor,26,25,4,3,Unranked,Unranked,https://www.kaggle.com/getting-started/107147
Parul Pandey,A Data Scientist’s journey from Sudoku to Kaggle,2 years,6,13,Grandmaster,Expert,3616,149,27,9,360,146,https://www.kaggle.com/getting-started/108800
Abu Toha Md Faisal,Can't get 100% completion in Python Course,2 years,27,13,Contributor,Contributor,0,3,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/109535
Firat Gonen,TensorFlow 2.0 is here!!,2 years,52,13,Grandmaster,Grandmaster,2370,679,21,57,155,11,https://www.kaggle.com/getting-started/110829
Nanashi,the best PCA explanation ever,2 years,6,13,Grandmaster,Grandmaster,1535,572,77,71,61,6,https://www.kaggle.com/getting-started/110881
Anderson Liege,Python and Numpy basics tips,2 years,20,13,Contributor,Contributor,4,29,4,1,Unranked,Unranked,https://www.kaggle.com/getting-started/110892
Ouassim Adnane,Pandas 🐼 Tricks #️12 : explode(💥) create 1 row for each string,2 years,11,13,Master,Master,260,262,38,23,413,50,https://www.kaggle.com/getting-started/111595
Marco Vasquez E,5 Reasons to Learn Probability for Machine Learning📊🧾,2 years,11,13,Master,Expert,268,348,8,8,709,78,https://www.kaggle.com/getting-started/111949
Prashant Banerjee,One word of code - make Pandas fast,2 years,8,12,Grandmaster,Grandmaster,1332,465,42,51,240,18,https://www.kaggle.com/getting-started/116442
Saurav Anand,50 Awesome learning material for Data Science at one place,2 years,2,13,Master,Expert,316,410,14,6,399,97,https://www.kaggle.com/getting-started/116979
Prashant Banerjee,8 jobs for Data Scientists in business,2 years,2,13,Grandmaster,Grandmaster,1332,465,42,51,240,18,https://www.kaggle.com/getting-started/118889
Fares Sayah,📅30 days of Data Science Interview👔Preparation - Day 18,2 years,15,13,Master,Expert,899,254,18,11,464,68,https://www.kaggle.com/getting-started/122627
Kassem,Getting Started with Titanic Competition.,2 years,17,13,Master,Expert,156,143,8,1,931,306,https://www.kaggle.com/getting-started/126285
Kassem,Learn ML From Kaggle Competition,2 years,23,13,Master,Expert,156,143,8,1,931,306,https://www.kaggle.com/getting-started/126293
TJ Klein,Is IBM data science professional certification worth it?,2 years,13,13,Expert,Expert,53,124,5,7,1077,151,https://www.kaggle.com/getting-started/127018
Vijay Gupta,Multi class Image Classification,2 years,25,13,Expert,Expert,14,58,6,2,1899,254,https://www.kaggle.com/getting-started/127595
Miguel Angel Cotrina Espinoza,"Begin Ensemble Learning (Stacking,Bagging,Blending)",2 years,9,13,Expert,Contributor,41,24,1,3,Unranked,Unranked,https://www.kaggle.com/getting-started/127844
Saurav Anand,Getting your first data Science Jobs,2 years,6,13,Master,Expert,316,410,14,6,399,97,https://www.kaggle.com/getting-started/128316
Mohammed Tayor,Great 14 Deep Learning Tutorials,2 years,22,13,Expert,Expert,48,203,10,9,797,85,https://www.kaggle.com/getting-started/128384
Prashant Banerjee,Comprehensive Guide to Feature Selection,2 years,7,13,Grandmaster,Grandmaster,1332,465,42,51,240,18,https://www.kaggle.com/getting-started/129494
Deepak Deepu,ggplot is not working for me ...!!!!,2 years,3,13,Master,Expert,105,94,8,3,1190,344,https://www.kaggle.com/getting-started/132052
Deepak Deepu,new useful libraries in python ..!,2 years,1,13,Master,Expert,105,94,8,3,1190,344,https://www.kaggle.com/getting-started/132760
Raju Kumar Mishra,Optimization with python Jupyter Notebooks,2 years,1,13,Grandmaster,Grandmaster,361,428,28,51,204,24,https://www.kaggle.com/getting-started/133406
Gurdit Singh,choropleth maps,2 years,13,13,Contributor,Contributor,4,9,0,1,Unranked,Unranked,https://www.kaggle.com/getting-started/139283
Prashant Banerjee,5 Free Python Courses in 2020 - best for beginners,2 years,7,13,Grandmaster,Grandmaster,1332,465,42,51,240,18,https://www.kaggle.com/getting-started/139602
Prashant Banerjee,Boosting and Bagging: how to develop a robust machine learning algorithm,2 years,5,13,Grandmaster,Grandmaster,1332,465,42,51,240,18,https://www.kaggle.com/getting-started/140859
Prasad Patil,Did You Know This About GPU | TPU,2 years,2,13,Expert,Contributor,5,27,5,0,Unranked,Unranked,https://www.kaggle.com/getting-started/141356
shivan kumar,How to Win a Data Science Competition:,2 years,8,13,Master,Expert,335,186,18,8,491,101,https://www.kaggle.com/getting-started/143318
